,Year,Country,Emigrants,International migrants,Net migration,Net migration rate,Population,relative migration,relative migration net,Inmigrants,Inflation,PBI,Female population,Female population aged 20 to 29 years,Female population aged 30 to 39 years,Female population aged 40 to 49 years,Female population aged 50 to 59 years,Female population aged 60 to 69 years,Male population,Male population aged 20 to 29 years,Male population aged 30 to 39 years,Male population aged 40 to 49 years,Male population aged 50 to 59 years,Male population aged 60 to 69 years,Population aged 20 to 29 years,Population aged 30 to 39 years,Population aged 40 to 49 years,Population aged 50 to 59 years,Population aged 60 to 69 years,Returns by origin,Returns by host,Inverse Inflation,Region,Gender,Age,Migrants
255,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Female,25-54,92075.0
256,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Female,Total,105972.0
257,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Male,15+,87713.0
258,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Male,15-24,21911.0
259,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Male,15-24,21911.0
260,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Male,25+,65801.0
261,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Male,25-54,65801.0
262,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Male,Total,87713.0
263,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Total,15+,193685.0
264,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Total,15-24,35809.0
265,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Total,15-24,35809.0
266,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Total,25+,157876.0
267,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Total,25-54,157876.0
268,2015,Chile,618015.0,639724.0,163730.0,1.869,17870122,0.0345837034576484,0.0091622206048733,781745.0,4.35,2.15194249981184,9004178,1427357,1308580,1245020,1092883,778335,8865950,1476231,1333534,1241228,1055258,720941,2903589,2642114,2486247,2148143,1499272,69,0,95.65,South America,Total,Total,193685.0
269,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Female,15-24,16087.0
270,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Female,25-54,36128.0
271,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Female,55-64,4149.0
272,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Female,65+,5511.0
273,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Female,Total,61875.0
274,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Male,15-24,13557.0
275,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Male,25-54,43239.0
276,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Male,55-64,6720.0
277,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Male,65+,5739.0
278,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Male,Total,69255.0
279,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Total,15-24,29644.0
280,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Total,25-54,79367.0
281,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Total,55-64,10869.0
282,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Total,65+,11250.0
283,2015,Colombia,2698688.0,159407.0,-193380.0,-0.834,47119730,0.0572729937119758,-0.0041040133294481,2505308.0,4.99,2.95590137527523,23847360,4089010,3568484,3085389,2616216,1602122,23272378,4147440,3496716,2909177,2403306,1421748,8236450,7065199,5994567,5019519,3023868,149,5,95.01,South America,Total,Total,131130.0
284,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Female,15+,141451.0
285,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Female,15-24,34528.0
286,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Female,15-24,34528.0
287,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Female,15-64,130512.0
288,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Female,25+,106923.0
289,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Female,25-54,88551.0
290,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Female,55-64,7433.0
291,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Female,65+,10939.0
292,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Female,Total,141451.0
293,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Male,15+,135809.0
294,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Male,15-24,31185.0
295,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Male,15-24,31185.0
296,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Male,15-64,125871.0
297,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Male,25+,104624.0
298,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Male,25-54,85386.0
299,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Male,55-64,9300.0
300,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Male,65+,9938.0
301,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Male,Total,135809.0
302,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Total,15+,277260.0
303,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Total,15-24,65713.0
304,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Total,15-24,65713.0
305,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Total,15-64,256383.0
306,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Total,25+,211547.0
307,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Total,25-54,173937.0
308,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Total,55-64,16733.0
309,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Total,65+,20877.0
310,2005,Costa Rica,117618.0,358398.0,41792.0,2.027,4315894,0.0272522911823135,0.0096832776708603,159410.0,13.8,3.97666636792908,2145826,366987,313576,280848,185884,114162,2170069,378018,313218,279526,183410,111008,745004,626795,560378,369292,225170,6,27,86.2,Central America,Total,Total,277260.0
311,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Female,15+,183267.0
312,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Female,15-24,38452.0
313,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Female,15-24,38452.0
314,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Female,15-64,169067.0
315,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Female,25+,144815.0
316,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Female,25-54,113264.0
317,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Female,55-64,17351.0
318,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Female,65+,14200.0
319,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Female,Total,183267.0
320,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Male,15+,155789.0
321,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Male,15-24,34012.0
322,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Male,15-24,34012.0
323,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Male,15-64,141530.0
324,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Male,25+,121777.0
325,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Male,25-54,92508.0
326,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Male,55-64,15010.0
327,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Male,65+,14259.0
328,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Male,Total,155789.0
329,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Total,15+,339056.0
330,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Total,15-24,72464.0
331,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Total,15-24,72464.0
332,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Total,15-64,310597.0
333,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Total,25+,266592.0
334,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Total,25-54,205772.0
335,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Total,55-64,32361.0
336,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Total,65+,28459.0
337,2010,Costa Rica,132317.0,405779.0,30339.0,1.369,4622250,0.0286261020065985,0.0065636865163069,162656.0,5.66,5.36034347985841,2301235,404000,334046,307279,230228,141595,2321032,419378,336776,304320,224872,137281,823381,670821,611593,455100,278875,1,19,94.34,Central America,Total,Total,339056.0
338,2015,Costa Rica,138237.0,411697.0,19658.0,0.834,4895241,0.0282390591188462,0.0040157369167319,157895.0,0.8,3.65208096802883,2440177,414069,373387,314185,276089,176950,2455079,431145,381362,310343,269533,168236,845215,754747,624526,545622,345186,4,4,99.2,Central America,Female,15+,165756.0
339,2015,Costa Rica,138237.0,411697.0,19658.0,0.834,4895241,0.0282390591188462,0.0040157369167319,157895.0,0.8,3.65208096802883,2440177,414069,373387,314185,276089,176950,2455079,431145,381362,310343,269533,168236,845215,754747,624526,545622,345186,4,4,99.2,Central America,Female,15-24,25903.0
340,2015,Costa Rica,138237.0,411697.0,19658.0,0.834,4895241,0.0282390591188462,0.0040157369167319,157895.0,0.8,3.65208096802883,2440177,414069,373387,314185,276089,176950,2455079,431145,381362,310343,269533,168236,845215,754747,624526,545622,345186,4,4,99.2,Central America,Female,15-24,25903.0
341,2015,Costa Rica,138237.0,411697.0,19658.0,0.834,4895241,0.0282390591188462,0.0040157369167319,157895.0,0.8,3.65208096802883,2440177,414069,373387,314185,276089,176950,2455079,431145,381362,310343,269533,168236,845215,754747,624526,545622,345186,4,4,99.2,Central America,Female,15-64,151640.0
342,2015,Costa Rica,138237.0,411697.0,19658.0,0.834,4895241,0.0282390591188462,0.0040157369167319,157895.0,0.8,3.65208096802883,2440177,414069,373387,314185,276089,176950,2455079,431145,381362,310343,269533,168236,845215,754747,624526,545622,345186,4,4,99.2,Central America,Female,25+,139853.0
343,2015,Costa Rica,138237.0,411697.0,19658.0,0.834,4895241,0.0282390591188462,0.0040157369167319,157895.0,0.8,3.65208096802883,2440177,414069,373387,314185,276089,176950,2455079,431145,381362,310343,269533,168236,845215,754747,624526,545622,345186,4,4,99.2,Central America,Female,25-54,110197.0
344,2015,Costa Rica,138237.0,411697.0,19658.0,0.834,4895241,0.0282390591188462,0.0040157369167319,157895.0,0.8,3.65208096802883,2440177,414069,373387,314185,276089,176950,2455079,431145,381362,310343,269533,168236,845215,754747,624526,545622,345186,4,4,99.2,Central America,Female,55-64,15541.0
