,Country,Gender,Age,Year,Population
8184,Ecuador,Total,15-24,2021,73333.0
8187,Ecuador,Total,25-54,2021,187427.0
8190,Ecuador,Total,55-64,2021,21828.0
8193,Ecuador,Total,65+,2021,23271.0
8196,Ecuador,Male,Total,2021,146992.0
8199,Ecuador,Male,15-24,2021,37051.0
8202,Ecuador,Male,25-54,2021,87220.0
8205,Ecuador,Male,55-64,2021,10935.0
8208,Ecuador,Male,65+,2021,11786.0
8211,Ecuador,Female,Total,2021,158868.0
8214,Ecuador,Female,15-24,2021,36282.0
8217,Ecuador,Female,25-54,2021,100207.0
8220,Ecuador,Female,55-64,2021,10894.0
8223,Ecuador,Female,65+,2021,11485.0
8226,Ecuador,Total,15+,2019,233057.0
8229,Ecuador,Total,15-64,2019,212138.0
8232,Ecuador,Total,15-24,2019,49437.0
8235,Ecuador,Total,25+,2019,183620.0
8238,Ecuador,Male,15+,2019,115756.0
8241,Ecuador,Male,15-64,2019,104744.0
8244,Ecuador,Male,15-24,2019,24874.0
8247,Ecuador,Male,25+,2019,90882.0
8250,Ecuador,Female,15+,2019,117301.0
8253,Ecuador,Female,15-64,2019,107393.0
8256,Ecuador,Female,15-24,2019,24563.0
8259,Ecuador,Female,25+,2019,92738.0
8262,Ecuador,Total,Total,2019,233057.0
8265,Ecuador,Total,15-24,2019,49437.0
8268,Ecuador,Total,25-54,2019,144246.0
8271,Ecuador,Total,55-64,2019,18454.0
8274,Ecuador,Total,65+,2019,20920.0
8277,Ecuador,Male,Total,2019,115756.0
8280,Ecuador,Male,15-24,2019,24874.0
8283,Ecuador,Male,25-54,2019,71450.0
8286,Ecuador,Male,55-64,2019,8420.0
8289,Ecuador,Male,65+,2019,11012.0
8292,Ecuador,Female,Total,2019,117301.0
8295,Ecuador,Female,15-24,2019,24563.0
8298,Ecuador,Female,25-54,2019,72796.0
8301,Ecuador,Female,55-64,2019,10034.0
8304,Ecuador,Female,65+,2019,9908.0
8307,Ecuador,Total,15+,2018,213435.0
8310,Ecuador,Total,15-64,2018,195638.0
8313,Ecuador,Total,15-24,2018,44925.0
8316,Ecuador,Total,25+,2018,168510.0
8319,Ecuador,Male,15+,2018,102581.0
8322,Ecuador,Male,15-64,2018,92704.0
8325,Ecuador,Male,15-24,2018,22428.0
8328,Ecuador,Male,25+,2018,80152.0
8331,Ecuador,Female,15+,2018,110854.0
8334,Ecuador,Female,15-64,2018,102934.0
8337,Ecuador,Female,15-24,2018,22496.0
8340,Ecuador,Female,25+,2018,88358.0
8343,Ecuador,Total,Total,2018,213435.0
8346,Ecuador,Total,15-24,2018,44925.0
8349,Ecuador,Total,25-54,2018,132551.0
8352,Ecuador,Total,55-64,2018,18162.0
8355,Ecuador,Total,65+,2018,17797.0
8358,Ecuador,Male,Total,2018,102581.0
8361,Ecuador,Male,15-24,2018,22428.0
8364,Ecuador,Male,25-54,2018,62307.0
8367,Ecuador,Male,55-64,2018,7969.0
8370,Ecuador,Male,65+,2018,9877.0
8373,Ecuador,Female,Total,2018,110854.0
8376,Ecuador,Female,15-24,2018,22496.0
8379,Ecuador,Female,25-54,2018,70245.0
8382,Ecuador,Female,55-64,2018,10194.0
8385,Ecuador,Female,65+,2018,7920.0
8388,Ecuador,Total,15+,2017,149802.0
8391,Ecuador,Total,15-64,2017,134530.0
8394,Ecuador,Total,15-24,2017,27238.0
8397,Ecuador,Total,25+,2017,122563.0
8400,Ecuador,Male,15+,2017,68871.0
8403,Ecuador,Male,15-64,2017,60913.0
8406,Ecuador,Male,15-24,2017,12896.0
8409,Ecuador,Male,25+,2017,55976.0
8412,Ecuador,Female,15+,2017,80930.0
8415,Ecuador,Female,15-64,2017,73617.0
8418,Ecuador,Female,15-24,2017,14343.0
8421,Ecuador,Female,25+,2017,66588.0
8424,Ecuador,Total,Total,2017,149802.0
8427,Ecuador,Total,15-24,2017,27238.0
8430,Ecuador,Total,25-54,2017,95028.0
8433,Ecuador,Total,55-64,2017,12264.0
8436,Ecuador,Total,65+,2017,15272.0
8439,Ecuador,Male,Total,2017,68871.0
8442,Ecuador,Male,15-24,2017,12896.0
8445,Ecuador,Male,25-54,2017,42098.0
8448,Ecuador,Male,55-64,2017,5919.0
8451,Ecuador,Male,65+,2017,7959.0
8454,Ecuador,Female,Total,2017,80930.0
8457,Ecuador,Female,15-24,2017,14343.0
8460,Ecuador,Female,25-54,2017,52930.0
8463,Ecuador,Female,55-64,2017,6345.0
8466,Ecuador,Female,65+,2017,7313.0
8469,Ecuador,Total,15+,2016,132795.0
8472,Ecuador,Total,15-64,2016,119312.0
8475,Ecuador,Total,15-24,2016,24456.0
8478,Ecuador,Total,25+,2016,108339.0
8481,Ecuador,Male,15+,2016,61558.0
8484,Ecuador,Male,15-64,2016,53541.0
8487,Ecuador,Male,15-24,2016,11079.0
8490,Ecuador,Male,25+,2016,50479.0
8493,Ecuador,Female,15+,2016,71238.0
8496,Ecuador,Female,15-64,2016,65771.0
8499,Ecuador,Female,15-24,2016,13378.0
8502,Ecuador,Female,25+,2016,57860.0
8505,Ecuador,Total,Total,2016,132795.0
8508,Ecuador,Total,15-24,2016,24456.0
8511,Ecuador,Total,25-54,2016,83417.0
8514,Ecuador,Total,55-64,2016,11439.0
8517,Ecuador,Total,65+,2016,13484.0
8520,Ecuador,Male,Total,2016,61558.0
8523,Ecuador,Male,15-24,2016,11079.0
8526,Ecuador,Male,25-54,2016,36740.0
8529,Ecuador,Male,55-64,2016,5723.0
8532,Ecuador,Male,65+,2016,8016.999999999999
8535,Ecuador,Female,Total,2016,71238.0
8538,Ecuador,Female,15-24,2016,13378.0
8541,Ecuador,Female,25-54,2016,46677.0
8544,Ecuador,Female,55-64,2016,5716.0
8547,Ecuador,Female,65+,2016,5466.0
8550,Ecuador,Total,15+,2015,125086.0
8553,Ecuador,Total,15-64,2015,113861.0
8556,Ecuador,Total,15-24,2015,22792.0
8559,Ecuador,Total,25+,2015,102295.0
8562,Ecuador,Male,15+,2015,58111.0
8565,Ecuador,Male,15-64,2015,51915.0
8568,Ecuador,Male,15-24,2015,10305.0
8571,Ecuador,Male,25+,2015,47806.0
8574,Ecuador,Female,15+,2015,66975.0
8577,Ecuador,Female,15-64,2015,61946.0
8580,Ecuador,Female,15-24,2015,12487.0
8583,Ecuador,Female,25+,2015,54489.0
8586,Ecuador,Total,Total,2015,125086.0
8589,Ecuador,Total,15-24,2015,22792.0
8592,Ecuador,Total,25-54,2015,80206.0
8595,Ecuador,Total,55-64,2015,10864.0
8598,Ecuador,Total,65+,2015,11225.0
8601,Ecuador,Male,Total,2015,58111.0
8604,Ecuador,Male,15-24,2015,10305.0
8607,Ecuador,Male,25-54,2015,36578.0
8610,Ecuador,Male,55-64,2015,5032.0
8613,Ecuador,Male,65+,2015,6196.0
8616,Ecuador,Female,Total,2015,66975.0
8619,Ecuador,Female,15-24,2015,12487.0
8622,Ecuador,Female,25-54,2015,43628.0
8625,Ecuador,Female,55-64,2015,5832.0
8628,Ecuador,Female,65+,2015,5029.0
8631,Ecuador,Total,15+,2014,116701.0
8634,Ecuador,Total,15-64,2014,104533.0
8637,Ecuador,Total,15-24,2014,22583.0
8640,Ecuador,Total,25+,2014,94118.0
8643,Ecuador,Male,15+,2014,56982.0
8646,Ecuador,Male,15-64,2014,49499.0
8649,Ecuador,Male,15-24,2014,10589.0
8652,Ecuador,Male,25+,2014,46393.0
8655,Ecuador,Female,15+,2014,59719.0
8658,Ecuador,Female,15-64,2014,55034.0
8661,Ecuador,Female,15-24,2014,11994.0
8664,Ecuador,Female,25+,2014,47725.0
8667,Ecuador,Total,Total,2014,116701.0
8670,Ecuador,Total,15-24,2014,22583.0
8673,Ecuador,Total,25-54,2014,70061.0
8676,Ecuador,Total,55-64,2014,11889.0
8679,Ecuador,Total,65+,2014,12168.0
8682,Ecuador,Male,Total,2014,56982.0
8685,Ecuador,Male,15-24,2014,10589.0
8688,Ecuador,Male,25-54,2014,32522.0
8691,Ecuador,Male,55-64,2014,6388.0
8694,Ecuador,Male,65+,2014,7483.0
8697,Ecuador,Female,Total,2014,59719.0
8700,Ecuador,Female,15-24,2014,11994.0
8703,Ecuador,Female,25-54,2014,37539.0
8706,Ecuador,Female,55-64,2014,5500.0
8709,Ecuador,Female,65+,2014,4685.0
8712,Ecuador,Total,15+,2013,102985.0
8715,Ecuador,Total,15-64,2013,89711.0
8718,Ecuador,Total,15-24,2013,14593.0
8721,Ecuador,Total,25+,2013,88392.0
8724,Ecuador,Male,15+,2013,50247.0
8727,Ecuador,Male,15-64,2013,44855.0
8730,Ecuador,Male,15-24,2013,5849.0
8733,Ecuador,Male,25+,2013,44398.0
8736,Ecuador,Female,15+,2013,52738.0
8739,Ecuador,Female,15-64,2013,44856.0
8742,Ecuador,Female,15-24,2013,8744.0
8745,Ecuador,Female,25+,2013,43994.0
8748,Ecuador,Total,Total,2013,102985.0
8751,Ecuador,Total,15-24,2013,14593.0
8754,Ecuador,Total,25-54,2013,61604.0
8757,Ecuador,Total,55-64,2013,13514.0
8760,Ecuador,Total,65+,2013,13274.0
8763,Ecuador,Male,Total,2013,50247.0
8766,Ecuador,Male,15-24,2013,5849.0
8769,Ecuador,Male,25-54,2013,32195.999999999996
8772,Ecuador,Male,55-64,2013,6810.0
8775,Ecuador,Male,65+,2013,5392.0
8778,Ecuador,Female,Total,2013,52738.0
8781,Ecuador,Female,15-24,2013,8744.0
8784,Ecuador,Female,25-54,2013,29407.0
8787,Ecuador,Female,55-64,2013,6704.0
8790,Ecuador,Female,65+,2013,7883.0
8793,Ecuador,Total,15+,2012,98713.0
8796,Ecuador,Total,15-64,2012,89241.0
8799,Ecuador,Total,15-24,2012,19988.0
8802,Ecuador,Total,25+,2012,78725.0
8805,Ecuador,Male,15+,2012,48667.0
8808,Ecuador,Male,15-64,2012,43601.0
8811,Ecuador,Male,15-24,2012,9240.0
8814,Ecuador,Male,25+,2012,39427.0
8817,Ecuador,Female,15+,2012,50046.0
8820,Ecuador,Female,15-64,2012,45639.0
8823,Ecuador,Female,15-24,2012,10748.0
8826,Ecuador,Female,25+,2012,39298.0
8829,Ecuador,Total,Total,2012,98713.0
8832,Ecuador,Total,15-24,2012,19988.0
8835,Ecuador,Total,25-54,2012,56906.0
8838,Ecuador,Total,55-64,2012,12347.0
8841,Ecuador,Total,65+,2012,9473.0
8844,Ecuador,Male,Total,2012,48667.0
8847,Ecuador,Male,15-24,2012,9240.0
8850,Ecuador,Male,25-54,2012,28555.0
8853,Ecuador,Male,55-64,2012,5807.0
8856,Ecuador,Male,65+,2012,5066.0
8859,Ecuador,Female,Total,2012,50046.0
8862,Ecuador,Female,15-24,2012,10748.0
8865,Ecuador,Female,25-54,2012,28351.0
8868,Ecuador,Female,55-64,2012,6540.0
8871,Ecuador,Female,65+,2012,4407.0
8874,Ecuador,Total,15+,2011,235018.0
8878,Ecuador,Total,15-64,2011,203936.0
8882,Ecuador,Total,15-24,2011,63094.0
8886,Ecuador,Total,25+,2011,171923.0
8890,Ecuador,Male,15+,2011,115066.0
8894,Ecuador,Male,15-64,2011,101079.0
8898,Ecuador,Male,15-24,2011,31807.0
8902,Ecuador,Male,25+,2011,83259.0
8906,Ecuador,Female,15+,2011,119951.0
8910,Ecuador,Female,15-64,2011,102857.0
8914,Ecuador,Female,15-24,2011,31287.0
8918,Ecuador,Female,25+,2011,88664.0
8922,Ecuador,Total,Total,2011,235018.0
8926,Ecuador,Total,15-24,2011,63094.0
8930,Ecuador,Total,25-54,2011,114666.0
8934,Ecuador,Total,55-64,2011,26176.0
8938,Ecuador,Total,65+,2011,31082.0
8942,Ecuador,Male,Total,2011,115066.0
8946,Ecuador,Male,15-24,2011,31807.0
8950,Ecuador,Male,25-54,2011,55772.0
8954,Ecuador,Male,55-64,2011,13501.0
8958,Ecuador,Male,65+,2011,13987.0
8962,Ecuador,Female,Total,2011,119951.0
8966,Ecuador,Female,15-24,2011,31287.0
8970,Ecuador,Female,25-54,2011,58894.0
8974,Ecuador,Female,55-64,2011,12675.0
8978,Ecuador,Female,65+,2011,17095.0
8982,Ecuador,Total,15+,2010,208064.0
8986,Ecuador,Total,15-64,2010,182937.0
8990,Ecuador,Total,15-24,2010,55550.0
8994,Ecuador,Total,25+,2010,152515.0
8998,Ecuador,Male,15+,2010,102996.0
9002,Ecuador,Male,15-64,2010,91244.0
9006,Ecuador,Male,15-24,2010,29747.0
9010,Ecuador,Male,25+,2010,73249.0
9014,Ecuador,Female,15+,2010,105068.0
9018,Ecuador,Female,15-64,2010,91693.0
9022,Ecuador,Female,15-24,2010,25803.0
9026,Ecuador,Female,25+,2010,79265.0
9030,Ecuador,Total,Total,2010,208064.0
9034,Ecuador,Total,15-24,2010,55550.0
9038,Ecuador,Total,25-54,2010,107610.0
9042,Ecuador,Total,55-64,2010,19777.0
9046,Ecuador,Total,65+,2010,25128.0
9050,Ecuador,Male,Total,2010,102996.0
9054,Ecuador,Male,15-24,2010,29747.0
9058,Ecuador,Male,25-54,2010,51647.0
9062,Ecuador,Male,55-64,2010,9850.0
9066,Ecuador,Male,65+,2010,11752.0
9070,Ecuador,Female,Total,2010,105068.0
9074,Ecuador,Female,15-24,2010,25803.0
9078,Ecuador,Female,25-54,2010,55963.0
9082,Ecuador,Female,55-64,2010,9926.0
9086,Ecuador,Female,65+,2010,13376.0
9090,Ecuador,Total,15+,2009,191204.0
9094,Ecuador,Total,15-64,2009,173874.0
9098,Ecuador,Total,15-24,2009,64452.0
9102,Ecuador,Total,25+,2009,126752.0
9106,Ecuador,Male,15+,2009,94212.0
9110,Ecuador,Male,15-64,2009,86411.0
9114,Ecuador,Male,15-24,2009,35896.0
9118,Ecuador,Male,25+,2009,58316.0
9122,Ecuador,Female,15+,2009,96993.0
9126,Ecuador,Female,15-64,2009,87463.0
9130,Ecuador,Female,15-24,2009,28556.0
9134,Ecuador,Female,25+,2009,68437.0
9138,Ecuador,Total,Total,2009,191204.0
9142,Ecuador,Total,15-24,2009,64452.0
9146,Ecuador,Total,25-54,2009,91354.0
9150,Ecuador,Total,55-64,2009,18068.0
9154,Ecuador,Total,65+,2009,17330.0
9158,Ecuador,Male,Total,2009,94212.0
9162,Ecuador,Male,15-24,2009,35896.0
9166,Ecuador,Male,25-54,2009,41273.0
9170,Ecuador,Male,55-64,2009,9242.0
9174,Ecuador,Male,65+,2009,7801.0
9178,Ecuador,Female,Total,2009,96993.0
9182,Ecuador,Female,15-24,2009,28556.0
9186,Ecuador,Female,25-54,2009,50081.0
9190,Ecuador,Female,55-64,2009,8826.0
9194,Ecuador,Female,65+,2009,9529.0
9198,Ecuador,Total,15+,2008,207609.0
9202,Ecuador,Total,15-64,2008,188510.0
9206,Ecuador,Total,15-24,2008,59187.0
9210,Ecuador,Total,25+,2008,148422.0
9214,Ecuador,Male,15+,2008,109534.0
9218,Ecuador,Male,15-64,2008,100807.0
9222,Ecuador,Male,15-24,2008,33189.0
9226,Ecuador,Male,25+,2008,76345.0
9230,Ecuador,Female,15+,2008,98075.0
9234,Ecuador,Female,15-64,2008,87703.0
9238,Ecuador,Female,15-24,2008,25998.0
9242,Ecuador,Female,25+,2008,72077.0
9246,Ecuador,Total,Total,2008,207609.0
9250,Ecuador,Total,15-24,2008,59187.0
9254,Ecuador,Total,25-54,2008,111269.0
9258,Ecuador,Total,55-64,2008,18054.0
9262,Ecuador,Total,65+,2008,19099.0
9266,Ecuador,Male,Total,2008,109534.0
9270,Ecuador,Male,15-24,2008,33189.0
9274,Ecuador,Male,25-54,2008,57151.0
9278,Ecuador,Male,55-64,2008,10468.0
9282,Ecuador,Male,65+,2008,8727.0
9286,Ecuador,Female,Total,2008,98075.0
9290,Ecuador,Female,15-24,2008,25998.0
9294,Ecuador,Female,25-54,2008,54118.0
9298,Ecuador,Female,55-64,2008,7586.0
9302,Ecuador,Female,65+,2008,10372.0
9306,Ecuador,Total,15+,2007,186797.0
9310,Ecuador,Total,15-64,2007,168663.0
9314,Ecuador,Total,15-24,2007,56185.0
9318,Ecuador,Total,25+,2007,130612.0
9322,Ecuador,Male,15+,2007,99113.0
9326,Ecuador,Male,15-64,2007,91782.0
9330,Ecuador,Male,15-24,2007,30744.0
9334,Ecuador,Male,25+,2007,68369.0
9338,Ecuador,Female,15+,2007,87683.0
9342,Ecuador,Female,15-64,2007,76881.0
9346,Ecuador,Female,15-24,2007,25441.0
9350,Ecuador,Female,25+,2007,62243.0
9354,Ecuador,Total,Total,2007,186797.0
9358,Ecuador,Total,15-24,2007,56185.0
9362,Ecuador,Total,25-54,2007,93138.0
9366,Ecuador,Total,55-64,2007,19341.0
9370,Ecuador,Total,65+,2007,18134.0
9374,Ecuador,Male,Total,2007,99113.0
9378,Ecuador,Male,15-24,2007,30744.0
9382,Ecuador,Male,25-54,2007,51086.0
9386,Ecuador,Male,55-64,2007,9952.0
9390,Ecuador,Male,65+,2007,7331.0
9394,Ecuador,Female,Total,2007,87683.0
9398,Ecuador,Female,15-24,2007,25441.0
9402,Ecuador,Female,25-54,2007,42052.0
9406,Ecuador,Female,55-64,2007,9389.0
9410,Ecuador,Female,65+,2007,10802.0
9414,Ecuador,Total,15+,2001,87163.0
9417,Ecuador,Total,15-64,2001,76015.0
9420,Ecuador,Total,15-24,2001,11454.0
9423,Ecuador,Total,25+,2001,75709.0
9426,Ecuador,Male,15+,2001,49440.0
9429,Ecuador,Male,15-64,2001,42694.0
9432,Ecuador,Male,15-24,2001,7037.0
9435,Ecuador,Male,25+,2001,42403.0
9438,Ecuador,Female,15+,2001,37724.0
9441,Ecuador,Female,15-64,2001,33320.0
9444,Ecuador,Female,15-24,2001,4417.0
9447,Ecuador,Female,25+,2001,33306.0
9450,Ecuador,Total,Total,2001,87163.0
9453,Ecuador,Total,15-24,2001,11454.0
9456,Ecuador,Total,25-54,2001,54132.0
9459,Ecuador,Total,55-64,2001,10429.0
9462,Ecuador,Total,65+,2001,11148.0
9465,Ecuador,Male,Total,2001,49440.0
9468,Ecuador,Male,15-24,2001,7037.0
9471,Ecuador,Male,25-54,2001,29502.0
9474,Ecuador,Male,55-64,2001,6155.0
9477,Ecuador,Male,65+,2001,6745.0
9480,Ecuador,Female,Total,2001,37724.0
9483,Ecuador,Female,15-24,2001,4417.0
9486,Ecuador,Female,25-54,2001,24630.0
9489,Ecuador,Female,55-64,2001,4274.0
9492,Ecuador,Female,65+,2001,4403.0
9495,Ecuador,Total,15+,2000,73889.0
9499,Ecuador,Total,15-64,2000,59971.0
9503,Ecuador,Total,15-24,2000,7719.0
9507,Ecuador,Total,25+,2000,66170.0
9511,Ecuador,Male,15+,2000,37135.0
9515,Ecuador,Male,15-64,2000,29117.0
9518,Ecuador,Male,15-24,2000,5358.0
9522,Ecuador,Male,25+,2000,31777.0
9526,Ecuador,Female,15+,2000,36755.0
9530,Ecuador,Female,15-64,2000,30854.0
9534,Ecuador,Female,15-24,2000,2361.0
9538,Ecuador,Female,25+,2000,34394.0
9542,Ecuador,Total,Total,2000,73889.0
9546,Ecuador,Total,15-24,2000,7719.0
9550,Ecuador,Total,25-54,2000,40258.0
9554,Ecuador,Total,55-64,2000,11994.0
9558,Ecuador,Total,65+,2000,13918.0
9562,Ecuador,Male,Total,2000,37135.0
9566,Ecuador,Male,15-24,2000,5358.0
9570,Ecuador,Male,25-54,2000,17502.0
9574,Ecuador,Male,55-64,2000,6257.0
9577,Ecuador,Male,65+,2000,8018.000000000001
9581,Ecuador,Female,Total,2000,36755.0
9585,Ecuador,Female,15-24,2000,2361.0
9589,Ecuador,Female,25-54,2000,22756.0
9593,Ecuador,Female,55-64,2000,5738.0
9597,Ecuador,Female,65+,2000,5900.0
9600,Guatemala,Total,Total,2017,12071.0
9603,Guatemala,Total,15-24,2017,1740.0
9606,Guatemala,Total,25-54,2017,10331.0
9609,Guatemala,Male,Total,2017,8193.0
9612,Guatemala,Male,15-24,2017,1263.0
9615,Guatemala,Male,25-54,2017,6930.0
9618,Guatemala,Female,Total,2017,3878.0
9621,Guatemala,Female,15-24,2017,477.0
9624,Guatemala,Female,25-54,2017,3401.0
9627,Guatemala,Total,Total,2016,10564.0
9630,Guatemala,Total,15-24,2016,1358.0
9633,Guatemala,Total,25-54,2016,9206.0
9636,Guatemala,Male,Total,2016,5120.0
9639,Guatemala,Male,15-24,2016,1358.0
9642,Guatemala,Male,25-54,2016,3762.0
9645,Guatemala,Female,Total,2016,5444.0
9648,Guatemala,Female,15-24,2016,0.0
9651,Guatemala,Female,25-54,2016,5444.0
9654,Guatemala,Total,Total,2015,29379.0
9657,Guatemala,Total,15-24,2015,8574.0
9660,Guatemala,Total,25-54,2015,20805.0
9663,Guatemala,Male,Total,2015,12343.0
9666,Guatemala,Male,15-24,2015,2992.0
9669,Guatemala,Male,25-54,2015,9351.0
9672,Guatemala,Female,Total,2015,17036.0
9675,Guatemala,Female,15-24,2015,5582.0
9678,Guatemala,Female,25-54,2015,11454.0
9681,Guatemala,Total,Total,2014,20396.0
9684,Guatemala,Total,15-24,2014,4673.0
9687,Guatemala,Total,25-54,2014,15723.0
9690,Guatemala,Male,Total,2014,9697.0
9693,Guatemala,Male,15-24,2014,2039.0000000000002
9696,Guatemala,Male,25-54,2014,7658.0
9699,Guatemala,Female,Total,2014,10699.0
9702,Guatemala,Female,15-24,2014,2634.0
9705,Guatemala,Female,25-54,2014,8064.999999999999
9708,Guatemala,Total,Total,2013,12886.0
9711,Guatemala,Total,15-24,2013,3324.0
9714,Guatemala,Total,25-54,2013,9562.0
9717,Guatemala,Male,Total,2013,6500.0
9720,Guatemala,Male,15-24,2013,1050.0
9723,Guatemala,Male,25-54,2013,5450.0
9726,Guatemala,Female,Total,2013,6386.0
9729,Guatemala,Female,15-24,2013,2274.0
9732,Guatemala,Female,25-54,2013,4112.0
9735,Guatemala,Total,Total,2012,10964.0
9738,Guatemala,Total,15-24,2012,1832.0
9741,Guatemala,Total,25-54,2012,9132.0
9744,Guatemala,Male,Total,2012,5348.0
9747,Guatemala,Male,15-24,2012,916.0
9750,Guatemala,Male,25-54,2012,4432.0
9753,Guatemala,Female,Total,2012,5616.0
9756,Guatemala,Female,15-24,2012,916.0
9759,Guatemala,Female,25-54,2012,4700.0
9762,Guatemala,Total,15+,2004,40457.0
9766,Guatemala,Total,15-64,2004,38578.0
9770,Guatemala,Total,15-24,2004,11220.0
9774,Guatemala,Total,25+,2004,29237.0
9778,Guatemala,Male,15+,2004,11692.0
9782,Guatemala,Male,15-64,2004,11248.0
9786,Guatemala,Male,15-24,2004,5784.0
9790,Guatemala,Male,25+,2004,5909.0
9794,Guatemala,Female,15+,2004,28764.0
9798,Guatemala,Female,15-64,2004,27330.0
9802,Guatemala,Female,15-24,2004,5436.0
9806,Guatemala,Female,25+,2004,23328.0
9810,Guatemala,Total,Total,2004,40457.0
9814,Guatemala,Total,15-24,2004,11220.0
9818,Guatemala,Total,25-54,2004,22792.0
9822,Guatemala,Total,55-64,2004,4566.0
9826,Guatemala,Total,65+,2004,1879.0
9830,Guatemala,Male,Total,2004,11692.0
9834,Guatemala,Male,15-24,2004,5784.0
9838,Guatemala,Male,25-54,2004,4166.0
9842,Guatemala,Male,55-64,2004,1298.0
9846,Guatemala,Male,65+,2004,445.0
9850,Guatemala,Female,Total,2004,28764.0
9854,Guatemala,Female,15-24,2004,5436.0
9858,Guatemala,Female,25-54,2004,18625.0
9862,Guatemala,Female,55-64,2004,3268.0
9866,Guatemala,Female,65+,2004,1434.0
9870,Guatemala,Total,Total,2018,66702.0
9874,Guatemala,Total,15-24,2018,12702.0
9878,Guatemala,Total,25-54,2018,40407.0
9882,Guatemala,Total,55-64,2018,6515.0
9886,Guatemala,Total,65+,2018,7078.0
9890,Guatemala,Male,Total,2018,28053.0
9894,Guatemala,Male,15-24,2018,5776.0
9898,Guatemala,Male,25-54,2018,16631.0
9902,Guatemala,Male,55-64,2018,2625.0
9906,Guatemala,Male,65+,2018,3021.0
9910,Guatemala,Female,Total,2018,38649.0
9914,Guatemala,Female,15-24,2018,6926.0
9918,Guatemala,Female,25-54,2018,23776.0
9922,Guatemala,Female,55-64,2018,3890.0
9926,Guatemala,Female,65+,2018,4057.0000000000005
9930,Guyana,Total,15+,2019,5363.0
9934,Guyana,Total,15-64,2019,5023.0
9938,Guyana,Total,15-24,2019,1460.0
9942,Guyana,Total,25+,2019,3903.0
9946,Guyana,Male,15+,2019,2670.0
9950,Guyana,Male,15-64,2019,2443.0
9954,Guyana,Male,15-24,2019,760.0
9958,Guyana,Male,25+,2019,1910.0
9962,Guyana,Female,15+,2019,2693.0
9966,Guyana,Female,15-64,2019,2580.0
9970,Guyana,Female,15-24,2019,700.0
9974,Guyana,Female,25+,2019,1993.0
9978,Guyana,Total,Total,2019,5363.0
9982,Guyana,Total,15-24,2019,1460.0
9986,Guyana,Total,25-54,2019,3228.0
9990,Guyana,Total,55-64,2019,335.0
9994,Guyana,Total,65+,2019,340.0
9998,Guyana,Male,Total,2019,2670.0
10002,Guyana,Male,15-24,2019,760.0
10006,Guyana,Male,25-54,2019,1486.0
10010,Guyana,Male,55-64,2019,197.0
10014,Guyana,Male,65+,2019,227.0
10018,Guyana,Female,Total,2019,2693.0
10022,Guyana,Female,15-24,2019,700.0
10026,Guyana,Female,25-54,2019,1742.0
10030,Guyana,Female,55-64,2019,138.0
10034,Guyana,Female,65+,2019,114.0
10038,Guyana,Total,15+,2018,6480.0
10042,Guyana,Total,15-64,2018,5995.0
10046,Guyana,Total,15-24,2018,1818.0
10050,Guyana,Total,25+,2018,4662.0
10054,Guyana,Male,15+,2018,3633.0
10058,Guyana,Male,15-64,2018,3310.0
10062,Guyana,Male,15-24,2018,929.0
10066,Guyana,Male,25+,2018,2704.0
10070,Guyana,Female,15+,2018,2847.0
10074,Guyana,Female,15-64,2018,2685.0
10078,Guyana,Female,15-24,2018,889.0
10082,Guyana,Female,25+,2018,1958.0
10086,Guyana,Total,Total,2018,6480.0
10090,Guyana,Total,15-24,2018,1818.0
10094,Guyana,Total,25-54,2018,3901.0
10098,Guyana,Total,55-64,2018,276.0
10102,Guyana,Total,65+,2018,485.0
10106,Guyana,Male,Total,2018,3633.0
10110,Guyana,Male,15-24,2018,929.0
10114,Guyana,Male,25-54,2018,2216.0
10118,Guyana,Male,55-64,2018,165.0
10122,Guyana,Male,65+,2018,323.0
10126,Guyana,Female,Total,2018,2847.0
10130,Guyana,Female,15-24,2018,889.0
10134,Guyana,Female,25-54,2018,1685.0
10138,Guyana,Female,55-64,2018,111.0
10142,Guyana,Female,65+,2018,162.0
10146,Honduras,Total,15+,2019,40121.0
10149,Honduras,Total,15-64,2019,31533.0
10152,Honduras,Total,15-24,2019,7056.0
10155,Honduras,Total,25+,2019,33065.0
10158,Honduras,Male,15+,2019,17426.0
10161,Honduras,Male,15-64,2019,13433.0
10164,Honduras,Male,15-24,2019,2094.0
10167,Honduras,Male,25+,2019,15331.0
